Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD,Required_Skills,Automation_Level,Job_Growth_2030,Work_Hours_Per_Week,Company_Size,AI_Tool_Usage,Performance_Score,Upskilling_Needed,Job_Satisfaction,Hiring_Trend_2026,Remote_Work_Score,Hiring_Trend_Score,Upskilling_Needed_Score,AI_Risk_Level,Survival_Index
AIJ-101222,Machine Learning Engineer,Government,Australia,Master,8,0.48,0.51,No,190898,"Docker, Communication, Prompt Engineering",,39,56,Medium,,2.97,Yes,3.13,Growing,,,,Medium,
AIJ-101223,UX Designer,Healthcare,UAE,Bachelor,9,0.24,0.6,Yes,38364,"Deep Learning, Cybersecurity, Communication, Machine Learning",,11,40,Startup,,3.8,No,3.14,Stable,,,,Low,
AIJ-101224,UX Designer,Finance,Pakistan,PhD,1,0.56,0.5,Yes,72507,"Project Management, Python, TensorFlow, Machine Learning, PyTorch, Deep Learning",,4,51,Startup,,4.38,No,2.44,Declining,,,,Medium,
AIJ-101225,Teacher,Energy,Australia,Bachelor,22,0.25,0.42,Hybrid,66653,"Leadership, Cybersecurity, TensorFlow",,-5,44,Startup,,3.46,Yes,3.4,Declining,,,,Low,
AIJ-101226,Cloud Architect,Manufacturing,Germany,Bachelor,12,0.47,0.93,No,76355,"Project Management, Machine Learning, PyTorch",,3,45,Startup,,2.66,Yes,4.28,Declining,,,,Medium,
AIJ-101227,Data Scientist,Finance,UK,High School,13,0.09,0.62,Yes,123924,"Cloud Computing, Deep Learning, Data Visualization, Communication",,27,31,Startup,,2.72,Yes,1.85,Growing,,,,Low,
AIJ-101228,Machine Learning Engineer,Government,Pakistan,PhD,3,0.11,0.25,No,35682,"AWS, Kubernetes, Machine Learning, Project Management",,1,56,Medium,,4.15,No,3.8,Declining,,,,Low,
AIJ-101229,Digital Marketer,Technology,India,Master,23,0.57,0.69,Yes,67388,"Excel, Project Management, Python, Kubernetes, Deep Learning",,37,37,Startup,,3.95,No,2.86,Growing,,,,Medium,
AIJ-101230,Blockchain Developer,Technology,Canada,Master,24,0.31,0.78,No,94241,"Project Management, Leadership, TensorFlow",,33,49,Enterprise,,4.76,No,4.9,Stable,,,,Medium,
AIJ-101231,Cybersecurity Analyst,Finance,USA,Bachelor,17,0.47,0.91,Yes,139599,"PyTorch, Leadership, SQL, Data Visualization, Machine Learning, Docker",,31,40,Medium,,2.16,Yes,4.19,Growing,,,,Medium,
AIJ-101232,Data Engineer,Transportation,USA,PhD,20,0.11,0.29,No,155425,"Cybersecurity, Kubernetes, Deep Learning",,17,36,Medium,,2.41,Yes,3.74,Declining,,,,Low,
AIJ-101233,Product Manager,Manufacturing,Australia,Bachelor,15,0.62,0.77,Yes,199639,"Cybersecurity, Machine Learning, Kubernetes, Prompt Engineering, PyTorch",,8,57,Startup,,2.93,Yes,1.16,Growing,,,,Medium,
AIJ-101234,Software Developer,Education,Canada,Bachelor,4,0.73,0.65,No,212685,"Azure, Leadership, Deep Learning, Project Management",,12,49,Enterprise,,3.51,No,2.52,Declining,,,,High,
AIJ-101235,IoT Specialist,Energy,Pakistan,High School,10,0.64,0.36,Yes,209047,"AWS, Communication, Cloud Computing, Deep Learning",,-2,31,Startup,,4.34,Yes,4.26,Stable,,,,Medium,
AIJ-101236,Financial Analyst,Healthcare,UK,PhD,5,0.44,0.88,No,87757,"PyTorch, TensorFlow, Project Management, Machine Learning",,12,37,Startup,,4.85,No,3.69,Stable,,,,Medium,
AIJ-101237,UX Designer,Government,India,Master,3,0.31,0.54,Yes,73171,"AWS, PyTorch, Communication, Kubernetes, Deep Learning, Azure",,16,50,Startup,,2.02,No,3.31,Growing,,,,Medium,
AIJ-101238,Software Developer,Transportation,Australia,PhD,5,0.79,0.24,Hybrid,140546,"Leadership, TensorFlow, Kubernetes, PyTorch, SQL, Machine Learning",,37,40,Enterprise,,3.84,Yes,2.03,Stable,,,,High,
AIJ-101239,Data Scientist,Finance,UK,Bachelor,9,0.44,0.82,No,127320,"Machine Learning, Cybersecurity, Cloud Computing, Docker",,25,57,Enterprise,,4.0,Yes,2.15,Stable,,,,Medium,
AIJ-101240,Data Scientist,Education,Germany,Bachelor,2,0.31,0.72,No,150312,"Azure, Cybersecurity, Excel, SQL, PyTorch, Communication",,25,51,Startup,,2.58,Yes,3.77,Growing,,,,Medium,
AIJ-101241,Business Analyst,Energy,Germany,Bachelor,25,0.74,0.55,Hybrid,133658,"Leadership, Machine Learning, TensorFlow, Deep Learning, Prompt Engineering",,2,30,Startup,,4.97,Yes,1.11,Declining,,,,High,
AIJ-101242,Business Analyst,Education,Germany,PhD,14,0.28,0.96,Hybrid,172380,"Docker, Communication, Cybersecurity, Prompt Engineering, PyTorch",,14,30,Enterprise,,4.82,No,3.0,Growing,,,,Low,
AIJ-101243,Teacher,Retail,Australia,Bachelor,0,0.82,0.71,Hybrid,96373,"Prompt Engineering, TensorFlow, Python",,16,38,Enterprise,,4.5,Yes,4.47,Declining,,,,High,
AIJ-101244,Cybersecurity Analyst,Healthcare,Pakistan,Master,12,0.79,0.97,Yes,30239,"Excel, Machine Learning, Prompt Engineering, Data Visualization, Python",,12,55,Enterprise,,4.07,Yes,3.16,Declining,,,,High,
AIJ-101245,AI Engineer,Retail,Germany,High School,11,0.28,0.25,No,103884,"Docker, Kubernetes, SQL, Cybersecurity",,22,40,Startup,,2.64,No,1.76,Growing,,,,Low,
AIJ-101246,Product Manager,Technology,Germany,High School,19,0.48,0.56,Hybrid,122343,"Communication, Docker, Prompt Engineering",,-4,59,Medium,,4.79,No,2.13,Declining,,,,Medium,
AIJ-101247,Cloud Architect,Energy,Japan,Bachelor,15,0.19,0.57,Hybrid,202243,"Azure, Communication, SQL, AWS, Project Management, Python",,17,32,Startup,,3.55,No,2.7,Growing,,,,Low,
AIJ-101248,Product Manager,Education,Germany,Bachelor,13,0.44,0.66,Yes,216858,"Cloud Computing, Machine Learning, AWS, PyTorch, Azure, Prompt Engineering",,45,31,Enterprise,,4.59,No,4.88,Growing,,,,Medium,
AIJ-101249,DevOps Engineer,Manufacturing,UAE,Bachelor,17,0.63,0.25,No,121167,"Excel, Prompt Engineering, Communication, Data Visualization",,13,60,Startup,,3.74,Yes,2.13,Stable,,,,Medium,
AIJ-101250,Healthcare Analyst,Media,India,PhD,13,0.48,0.64,Hybrid,47441,"Cybersecurity, Cloud Computing, Azure, AWS, TensorFlow, Excel",,28,57,Startup,,4.44,Yes,1.03,Growing,,,,Medium,
AIJ-101251,Digital Marketer,Retail,Pakistan,High School,20,0.73,0.54,No,176846,"Prompt Engineering, Data Visualization, Azure, Machine Learning, Deep Learning",,35,31,Startup,,2.38,No,4.77,Stable,,,,High,
AIJ-101252,Data Engineer,Government,UAE,Bachelor,23,0.79,0.94,Yes,32006,"Deep Learning, Python, Azure",,19,54,Startup,,4.6,Yes,4.8,Stable,,,,High,
AIJ-101253,IoT Specialist,Media,Australia,Bachelor,0,0.31,0.45,Hybrid,211742,"Azure, Cloud Computing, Docker, Kubernetes, TensorFlow, Communication",,-10,44,Startup,,2.22,Yes,3.87,Stable,,,,Medium,
AIJ-101254,Financial Analyst,Transportation,UAE,PhD,3,0.24,0.74,Hybrid,43586,"Prompt Engineering, Project Management, Docker, Deep Learning",,17,59,Startup,,3.74,No,1.43,Stable,,,,Low,
AIJ-101255,Prompt Engineer,Media,Germany,Bachelor,9,0.32,0.68,No,219642,"Excel, TensorFlow, Docker, AWS, Deep Learning, Prompt Engineering",,-9,49,Enterprise,,2.46,No,4.78,Growing,,,,Medium,
AIJ-101256,Cybersecurity Analyst,Retail,Germany,High School,14,0.21,0.86,Yes,181900,"Excel, Prompt Engineering, Azure, Project Management, Cloud Computing, Kubernetes",,34,39,Medium,,2.73,Yes,4.05,Stable,,,,Low,
AIJ-101257,Software Developer,Energy,USA,High School,16,0.14,0.25,Yes,215817,"Cloud Computing, Machine Learning, Leadership, Python, Excel, PyTorch",,15,41,Enterprise,,4.15,No,4.38,Stable,,,,Low,
AIJ-101258,Cybersecurity Analyst,Government,UK,High School,9,0.5,0.36,Hybrid,158973,"Kubernetes, Prompt Engineering, Deep Learning, Data Visualization, Cybersecurity, Communication",,20,48,Startup,,3.15,No,4.94,Stable,,,,Medium,
AIJ-101259,Software Developer,Energy,Australia,Master,4,0.13,0.99,Hybrid,159723,"Deep Learning, Cybersecurity, Python, Azure, Cloud Computing",,9,42,Enterprise,,2.79,Yes,4.95,Stable,,,,Low,
AIJ-101260,Software Developer,Technology,Singapore,PhD,21,0.08,0.9,Yes,207026,"Project Management, Python, SQL, TensorFlow",,9,51,Enterprise,,4.37,No,1.34,Declining,,,,Low,
AIJ-101261,Business Analyst,Education,Pakistan,PhD,20,0.41,0.71,Yes,44947,"Communication, Prompt Engineering, Cybersecurity, Deep Learning, SQL",,28,52,Startup,,2.27,Yes,1.23,Declining,,,,Medium,
AIJ-101262,Robotics Engineer,Media,USA,Bachelor,16,0.55,0.61,Hybrid,30931,"Docker, Deep Learning, Machine Learning",,11,52,Medium,,3.01,Yes,3.5,Declining,,,,Medium,
AIJ-101263,DevOps Engineer,Energy,UK,High School,16,0.45,0.54,Yes,93554,"SQL, Communication, Deep Learning, Leadership",,-2,51,Enterprise,,3.56,No,4.41,Growing,,,,Medium,
AIJ-101264,Cybersecurity Analyst,Healthcare,USA,Master,21,0.83,0.92,Hybrid,87747,"Azure, Communication, Kubernetes, PyTorch, Python",,33,54,Enterprise,,2.03,No,2.99,Declining,,,,High,
AIJ-101265,DevOps Engineer,Government,Germany,PhD,13,0.94,0.79,Hybrid,66682,"Docker, Project Management, Cybersecurity, SQL, Communication, Kubernetes",,31,30,Enterprise,,3.22,No,2.71,Growing,,,,High,
AIJ-101266,Product Manager,Media,Germany,PhD,7,0.41,0.91,No,202543,"Docker, AWS, Kubernetes",,23,58,Enterprise,,3.07,Yes,3.91,Stable,,,,Medium,
AIJ-101267,Blockchain Developer,Media,Singapore,High School,18,0.19,0.54,Hybrid,144027,"Azure, TensorFlow, Data Visualization, Project Management",,2,44,Enterprise,,2.26,No,4.96,Stable,,,,Low,
AIJ-101268,HR Specialist,Media,Canada,Bachelor,10,0.57,0.39,No,113359,"Data Visualization, Python, Azure, Cybersecurity",,20,45,Medium,,3.3,No,2.52,Declining,,,,Medium,
AIJ-101269,Robotics Engineer,Healthcare,UAE,High School,24,0.08,0.26,No,216274,"Kubernetes, Excel, Python, Data Visualization",,20,47,Enterprise,,3.71,Yes,3.36,Stable,,,,Low,
AIJ-101270,AI Engineer,Technology,Pakistan,High School,0,0.81,0.44,Hybrid,142336,"Excel, Machine Learning, Azure, SQL, Leadership, AWS",,1,38,Medium,,4.11,Yes,3.09,Stable,,,,High,
AIJ-101271,Data Scientist,Healthcare,Canada,Bachelor,10,0.06,0.31,Hybrid,81426,"Excel, Azure, SQL, Leadership, Cloud Computing, Docker",,-6,50,Enterprise,,4.51,Yes,2.97,Declining,,,,Low,
AIJ-101272,DevOps Engineer,Government,Germany,High School,20,0.95,0.33,Hybrid,79553,"TensorFlow, Excel, Cybersecurity",,14,35,Startup,,4.35,No,3.56,Declining,,,,High,
AIJ-101273,HR Specialist,Transportation,Pakistan,Bachelor,15,0.69,0.31,Hybrid,213959,"Communication, Data Visualization, TensorFlow, Leadership",,8,30,Enterprise,,3.48,Yes,4.23,Stable,,,,Medium,
AIJ-101274,Prompt Engineer,Media,UAE,Bachelor,11,0.87,0.4,Hybrid,218838,"TensorFlow, Excel, PyTorch, Leadership, Kubernetes",,6,60,Medium,,2.76,Yes,2.12,Growing,,,,High,
AIJ-101275,Product Manager,Education,India,Bachelor,21,0.23,0.79,No,100167,"Kubernetes, PyTorch, Excel, Azure, Docker, Communication",,25,60,Medium,,2.48,No,4.33,Declining,,,,Low,
AIJ-101276,Financial Analyst,Media,UAE,High School,16,0.82,0.84,Hybrid,153931,"TensorFlow, Project Management, Leadership, Cloud Computing, Machine Learning, Python",,5,35,Enterprise,,4.31,Yes,3.63,Growing,,,,High,
AIJ-101277,Data Scientist,Retail,Pakistan,High School,11,0.35,0.62,Hybrid,123331,"Project Management, Deep Learning, PyTorch, Kubernetes, Excel",,28,35,Enterprise,,3.2,Yes,3.93,Declining,,,,Medium,
AIJ-101278,Business Analyst,Government,USA,PhD,14,0.2,0.98,Yes,188206,"Azure, Prompt Engineering, Communication",,21,59,Startup,,2.94,No,3.67,Growing,,,,Low,
AIJ-101279,Cloud Architect,Manufacturing,USA,Bachelor,22,0.43,0.46,Hybrid,122055,"Deep Learning, Python, Machine Learning",,-10,39,Medium,,3.97,Yes,2.25,Stable,,,,Medium,
AIJ-101280,Digital Marketer,Education,UAE,Master,6,0.29,0.74,Yes,206248,"Machine Learning, Cybersecurity, Azure, Project Management",,36,58,Startup,,2.43,No,3.3,Stable,,,,Low,
AIJ-101281,DevOps Engineer,Energy,UK,Master,3,0.46,0.41,Hybrid,174535,"TensorFlow, Excel, Data Visualization, Azure",,23,41,Medium,,3.59,No,2.39,Stable,,,,Medium,
AIJ-101282,Cybersecurity Analyst,Government,Germany,Master,3,0.77,0.85,Yes,194052,"Communication, PyTorch, SQL",,32,58,Medium,,4.49,No,4.02,Declining,,,,High,
AIJ-101283,Digital Marketer,Transportation,India,PhD,3,0.81,0.53,Yes,82375,"SQL, PyTorch, Cybersecurity, Deep Learning, Machine Learning, Communication",,32,40,Medium,,4.89,Yes,4.04,Stable,,,,High,
AIJ-101284,Blockchain Developer,Energy,UK,High School,18,0.51,0.62,Hybrid,163998,"Data Visualization, PyTorch, Python",,17,48,Startup,,3.81,No,1.96,Declining,,,,Medium,
AIJ-101285,Teacher,Government,Singapore,Bachelor,4,0.35,0.76,Hybrid,219032,"Machine Learning, PyTorch, AWS, Python, Cybersecurity",,36,43,Medium,,4.03,Yes,4.79,Declining,,,,Medium,
AIJ-101286,Robotics Engineer,Finance,USA,Bachelor,11,0.36,0.94,Hybrid,202378,"Deep Learning, Docker, SQL, Cybersecurity, Communication",,15,39,Medium,,4.58,Yes,3.21,Growing,,,,Medium,
AIJ-101287,Prompt Engineer,Transportation,UK,High School,3,0.47,0.81,Hybrid,145753,"Cloud Computing, Deep Learning, Communication, Machine Learning",,8,48,Startup,,2.86,No,1.78,Declining,,,,Medium,
AIJ-101288,AI Engineer,Finance,Japan,PhD,15,0.6,0.38,Yes,52165,"Project Management, Deep Learning, PyTorch, Azure",,31,33,Medium,,3.22,Yes,4.79,Stable,,,,Medium,
AIJ-101289,Cloud Architect,Energy,UK,High School,23,0.46,0.88,Yes,163492,"TensorFlow, Leadership, Machine Learning, Azure",,22,45,Startup,,2.47,Yes,3.37,Declining,,,,Medium,
AIJ-101290,Financial Analyst,Finance,Japan,PhD,15,0.44,0.58,Yes,37052,"Machine Learning, Leadership, Azure, Cloud Computing, Docker, Deep Learning",,31,39,Medium,,4.22,Yes,2.49,Declining,,,,Medium,
AIJ-101291,Data Scientist,Finance,Australia,Bachelor,17,0.1,0.84,No,76551,"Communication, Kubernetes, Leadership",,29,31,Startup,,4.82,No,4.52,Declining,,,,Low,
AIJ-101292,UX Designer,Technology,Japan,Bachelor,8,0.09,0.71,No,42458,"Docker, TensorFlow, Azure, Kubernetes, Prompt Engineering",,34,44,Enterprise,,2.89,Yes,3.15,Growing,,,,Low,
AIJ-101293,Software Developer,Transportation,UK,High School,1,0.12,0.39,No,174037,"Deep Learning, PyTorch, Cloud Computing, Python",,5,37,Medium,,2.18,No,1.64,Declining,,,,Low,
AIJ-101294,Business Analyst,Healthcare,Australia,High School,23,0.77,0.34,Hybrid,174224,"Deep Learning, Data Visualization, Excel",,4,43,Startup,,3.61,Yes,3.59,Growing,,,,High,
AIJ-101295,DevOps Engineer,Transportation,UK,High School,1,0.58,0.44,Yes,157426,"Deep Learning, TensorFlow, Python, Kubernetes, Excel, Communication",,-2,32,Medium,,4.15,Yes,4.87,Declining,,,,Medium,
AIJ-101296,Data Engineer,Government,Pakistan,High School,5,0.83,0.22,Yes,201497,"Cloud Computing, PyTorch, Deep Learning, Cybersecurity, Communication, Data Visualization",,-10,46,Medium,,4.29,Yes,3.49,Growing,,,,High,
AIJ-101297,Healthcare Analyst,Energy,Canada,Bachelor,14,0.48,0.69,No,120208,"Excel, Communication, Kubernetes, Prompt Engineering, Project Management",,-5,37,Medium,,4.2,Yes,3.75,Growing,,,,Medium,
AIJ-101298,Blockchain Developer,Media,Germany,High School,11,0.15,0.79,No,130055,"Cybersecurity, PyTorch, Deep Learning, Project Management, Data Visualization, Prompt Engineering",,3,44,Startup,,3.63,No,3.99,Declining,,,,Low,
AIJ-101299,Prompt Engineer,Energy,UK,PhD,13,0.39,0.25,Yes,107888,"Cybersecurity, Prompt Engineering, Project Management, Leadership",,3,30,Medium,,2.33,No,2.66,Declining,,,,Medium,
AIJ-101300,Data Engineer,Energy,Germany,PhD,8,0.51,0.29,No,134014,"Data Visualization, Cloud Computing, Excel, Machine Learning, Cybersecurity",,43,38,Medium,,3.13,No,3.37,Stable,,,,Medium,
AIJ-101301,IoT Specialist,Government,Germany,PhD,23,0.05,0.42,Yes,87642,"Prompt Engineering, TensorFlow, Deep Learning",,43,32,Medium,,4.93,Yes,4.12,Growing,,,,Low,
AIJ-101302,Cybersecurity Analyst,Technology,India,High School,12,0.39,0.67,Hybrid,103442,"Data Visualization, AWS, SQL",,-1,48,Startup,,3.63,Yes,1.51,Declining,,,,Medium,
AIJ-101303,Prompt Engineer,Technology,UAE,Master,21,0.53,0.55,No,182931,"AWS, Cloud Computing, Prompt Engineering, Python, SQL",,29,53,Enterprise,,3.97,No,4.58,Growing,,,,Medium,
AIJ-101304,Data Engineer,Energy,Pakistan,PhD,11,0.15,0.3,Hybrid,103179,"SQL, Leadership, Data Visualization, Azure, PyTorch, Machine Learning",,-4,47,Enterprise,,3.99,Yes,2.73,Stable,,,,Low,
AIJ-101305,Machine Learning Engineer,Government,UAE,Master,11,0.94,0.36,No,54672,"Leadership, PyTorch, Deep Learning, SQL",,37,57,Medium,,3.26,No,3.44,Declining,,,,High,
AIJ-101306,HR Specialist,Government,USA,PhD,16,0.52,0.74,Yes,184659,"Kubernetes, Docker, Machine Learning, SQL, Project Management, Cloud Computing",,-7,33,Startup,,4.47,No,1.31,Stable,,,,Medium,
AIJ-101307,Cloud Architect,Education,Canada,PhD,19,0.77,0.75,Hybrid,140517,"Prompt Engineering, Data Visualization, Cloud Computing, Kubernetes, AWS",,7,48,Startup,,2.93,Yes,1.97,Growing,,,,High,
AIJ-101308,DevOps Engineer,Education,Japan,High School,4,0.75,0.6,No,119586,"Excel, Project Management, Kubernetes, Communication",,36,36,Enterprise,,2.46,No,4.11,Stable,,,,High,
AIJ-101309,Healthcare Analyst,Media,Canada,Master,15,0.8,0.75,No,78301,"Azure, Communication, Machine Learning",,-4,56,Enterprise,,4.12,No,4.24,Declining,,,,High,
AIJ-101310,Digital Marketer,Healthcare,Pakistan,PhD,6,0.7,0.64,Yes,113450,"Deep Learning, Communication, Excel, Cybersecurity, SQL, Cloud Computing",,5,30,Medium,,3.2,No,4.1,Growing,,,,High,
AIJ-101311,Software Developer,Retail,USA,Bachelor,22,0.84,0.66,Yes,151848,"PyTorch, Project Management, Excel",,20,50,Startup,,3.95,Yes,2.67,Growing,,,,High,
AIJ-101312,Blockchain Developer,Technology,UAE,Bachelor,3,0.92,0.57,No,142405,"Machine Learning, Prompt Engineering, Docker",,4,52,Medium,,4.12,Yes,2.22,Growing,,,,High,
AIJ-101313,Digital Marketer,Technology,Australia,Bachelor,5,0.61,0.89,Hybrid,219227,"Data Visualization, Communication, Cloud Computing, Excel",,17,40,Medium,,2.28,Yes,3.6,Stable,,,,Medium,
AIJ-101314,Data Scientist,Finance,India,Bachelor,25,0.84,0.41,No,205479,"Communication, Data Visualization, Project Management, TensorFlow, Kubernetes",,34,49,Medium,,3.23,Yes,1.47,Growing,,,,High,
AIJ-101315,IoT Specialist,Manufacturing,Germany,High School,6,0.77,0.43,No,110983,"Machine Learning, Leadership, PyTorch, Cybersecurity, Python, Project Management",,10,39,Enterprise,,2.9,No,4.96,Growing,,,,High,
AIJ-101316,Data Scientist,Education,Pakistan,PhD,10,0.82,0.73,Hybrid,48507,"Docker, Data Visualization, TensorFlow",,1,53,Enterprise,,4.97,Yes,3.54,Declining,,,,High,
AIJ-101317,Teacher,Finance,UK,Master,7,0.57,0.94,Yes,140998,"AWS, TensorFlow, Docker, Prompt Engineering",,14,32,Enterprise,,2.28,Yes,3.5,Growing,,,,Medium,
AIJ-101318,Robotics Engineer,Technology,Australia,PhD,21,0.3,0.7,Yes,69006,"Python, Deep Learning, Project Management, Machine Learning",,37,36,Medium,,2.57,No,3.7,Growing,,,,Medium,
AIJ-101319,Prompt Engineer,Energy,Japan,Master,23,0.38,0.94,Yes,168100,"Deep Learning, Communication, Prompt Engineering, Kubernetes",,17,54,Medium,,2.53,Yes,3.91,Declining,,,,Medium,
AIJ-101320,HR Specialist,Manufacturing,UK,Master,19,0.23,0.85,No,35690,"Cybersecurity, Leadership, Docker, Python, Deep Learning, Kubernetes",,43,50,Startup,,3.71,No,2.13,Declining,,,,Low,
AIJ-101321,Product Manager,Education,USA,High School,24,0.28,0.3,Hybrid,174034,"Cloud Computing, AWS, TensorFlow, Data Visualization, Python",,11,38,Startup,,3.53,No,1.85,Stable,,,,Low,
AIJ-101322,Blockchain Developer,Technology,Australia,High School,14,0.58,0.68,Hybrid,97689,"TensorFlow, Kubernetes, PyTorch, Prompt Engineering, Deep Learning",,-9,57,Medium,,2.15,No,3.48,Declining,,,,Medium,
AIJ-101323,Cloud Architect,Manufacturing,Australia,PhD,11,0.77,0.95,No,147448,"Python, Prompt Engineering, Communication",,36,40,Startup,,3.02,No,4.77,Growing,,,,High,
AIJ-101324,Machine Learning Engineer,Education,India,Bachelor,11,0.28,0.9,Hybrid,209068,"TensorFlow, AWS, Project Management",,17,48,Enterprise,,2.06,No,2.3,Declining,,,,Low,
AIJ-101325,UX Designer,Finance,Singapore,PhD,2,0.33,0.31,No,216628,"PyTorch, Kubernetes, Deep Learning, AWS, Data Visualization",,24,48,Startup,,4.4,Yes,2.2,Declining,,,,Medium,
AIJ-101326,DevOps Engineer,Finance,Australia,Master,16,0.34,0.76,Yes,158582,"Leadership, SQL, Deep Learning, Communication",,16,54,Startup,,3.94,Yes,4.03,Stable,,,,Medium,
AIJ-101327,Cybersecurity Analyst,Technology,Canada,Bachelor,14,0.51,0.37,Hybrid,218767,"TensorFlow, Prompt Engineering, Leadership",,14,49,Medium,,4.9,Yes,1.01,Stable,,,,Medium,
AIJ-101328,Prompt Engineer,Manufacturing,Australia,Bachelor,1,0.39,0.58,Yes,86684,"Cybersecurity, AWS, Azure, Data Visualization, Communication",,17,36,Medium,,4.04,Yes,3.52,Stable,,,,Medium,
AIJ-101329,Digital Marketer,Manufacturing,UAE,PhD,2,0.11,0.96,No,81426,"Docker, TensorFlow, Deep Learning, Cloud Computing, SQL, Communication",,43,53,Startup,,4.65,Yes,4.54,Stable,,,,Low,
AIJ-101330,Prompt Engineer,Education,Australia,PhD,17,0.21,0.53,No,65626,"Excel, Azure, Docker, AWS, Prompt Engineering",,-8,46,Enterprise,,4.74,No,4.25,Stable,,,,Low,
AIJ-101331,HR Specialist,Manufacturing,Germany,PhD,23,0.81,0.76,No,66264,"Excel, Communication, Project Management, Leadership, Cloud Computing, Cybersecurity",,42,57,Startup,,3.43,No,2.68,Stable,,,,High,
AIJ-101332,Robotics Engineer,Government,UAE,Master,6,0.48,0.57,No,51107,"Python, Communication, Cybersecurity, Kubernetes, PyTorch",,-6,40,Medium,,3.96,Yes,1.24,Growing,,,,Medium,
AIJ-101333,Prompt Engineer,Manufacturing,Singapore,Bachelor,7,0.71,0.83,Hybrid,127675,"SQL, Kubernetes, Communication",,36,38,Medium,,3.58,No,3.62,Stable,,,,High,
AIJ-101334,DevOps Engineer,Technology,USA,High School,8,0.83,0.3,No,137903,"Deep Learning, Leadership, Data Visualization, Azure, Cloud Computing",,44,48,Enterprise,,2.21,Yes,4.26,Growing,,,,High,
AIJ-101335,Prompt Engineer,Manufacturing,Canada,High School,17,0.74,0.6,Yes,185076,"PyTorch, Machine Learning, Docker, Project Management, Excel",,10,46,Startup,,4.88,No,2.61,Declining,,,,High,
AIJ-101336,Product Manager,Transportation,USA,Master,23,0.51,0.8,No,137049,"Project Management, AWS, Azure, Prompt Engineering, SQL",,27,43,Medium,,3.95,No,3.19,Declining,,,,Medium,
AIJ-101337,Financial Analyst,Technology,Singapore,High School,8,0.41,0.97,Hybrid,183660,"Excel, Cybersecurity, Kubernetes",,34,37,Enterprise,,2.01,Yes,3.3,Declining,,,,Medium,
AIJ-101338,Machine Learning Engineer,Finance,Canada,Master,1,0.66,0.69,No,140711,"PyTorch, Project Management, Python, Data Visualization, Cybersecurity, Deep Learning",,3,58,Startup,,3.17,Yes,2.23,Stable,,,,Medium,
AIJ-101339,Blockchain Developer,Retail,India,Bachelor,0,0.72,0.47,Yes,98458,"Deep Learning, Prompt Engineering, Machine Learning, Cybersecurity, Kubernetes, Excel",,28,38,Medium,,2.05,Yes,4.67,Declining,,,,High,
AIJ-101340,Robotics Engineer,Transportation,UAE,Master,3,0.68,0.88,Yes,138427,"Deep Learning, Excel, Machine Learning, Communication, Docker, Leadership",,3,59,Medium,,3.52,Yes,1.03,Stable,,,,Medium,
AIJ-101341,Teacher,Media,Singapore,Master,20,0.53,0.26,Yes,85060,"Prompt Engineering, Communication, PyTorch, TensorFlow, Data Visualization",,-3,45,Enterprise,,2.98,Yes,4.24,Growing,,,,Medium,
AIJ-101342,Prompt Engineer,Transportation,Pakistan,Bachelor,6,0.78,0.86,Hybrid,58993,"Machine Learning, Data Visualization, TensorFlow, Docker, Azure",,44,33,Enterprise,,2.93,Yes,3.19,Growing,,,,High,
AIJ-101343,UX Designer,Finance,Japan,Bachelor,9,0.79,0.88,Yes,79565,"SQL, Prompt Engineering, Machine Learning",,34,49,Medium,,3.39,Yes,4.91,Declining,,,,High,
AIJ-101344,Cybersecurity Analyst,Healthcare,India,PhD,2,0.19,0.91,Yes,107382,"Data Visualization, Machine Learning, Leadership",,-5,40,Enterprise,,3.09,Yes,4.81,Stable,,,,Low,
AIJ-101345,Data Engineer,Healthcare,Canada,High School,19,0.33,0.21,Hybrid,145592,"SQL, Prompt Engineering, Kubernetes, TensorFlow",,13,49,Enterprise,,3.99,No,2.28,Stable,,,,Medium,
AIJ-101346,Teacher,Government,Canada,Bachelor,13,0.75,0.79,Hybrid,78172,"Deep Learning, Project Management, Leadership, Azure, Cybersecurity, SQL",,7,40,Startup,,3.25,Yes,4.74,Growing,,,,High,
AIJ-101347,Prompt Engineer,Government,Canada,High School,1,0.88,0.79,Hybrid,197959,"Python, PyTorch, Cloud Computing",,23,50,Startup,,3.99,Yes,4.2,Declining,,,,High,
AIJ-101348,Financial Analyst,Energy,UK,PhD,19,0.19,0.27,Hybrid,160867,"Kubernetes, Cybersecurity, PyTorch, AWS, Communication, Machine Learning",,-1,30,Enterprise,,3.89,No,3.29,Growing,,,,Low,
AIJ-101349,Financial Analyst,Transportation,UK,Bachelor,17,0.56,0.31,Hybrid,196237,"Python, Kubernetes, Excel",,-7,52,Startup,,2.44,Yes,4.84,Growing,,,,Medium,
AIJ-101350,Software Developer,Government,Pakistan,High School,9,0.77,0.64,No,62006,"Communication, Leadership, AWS, Excel, Machine Learning, Cybersecurity",,35,55,Startup,,4.03,Yes,3.83,Declining,,,,High,
AIJ-101351,UX Designer,Technology,Australia,Master,9,0.21,0.94,No,77691,"Python, TensorFlow, SQL, Cybersecurity, Communication, Kubernetes",,18,60,Medium,,4.94,No,1.17,Growing,,,,Low,
